episode,step,temp_celsius,power_watts,coolant_flow_l_min,pue,hour_of_day,thermal_spike
51,470,46.91,229.75,49.16,1.5276,0.07,0
51,480,48.43,716.34,86.39,1.5127,0.07,0
51,490,48.8,236.49,97.16,1.5137,0.07,0
52,0,29.91,607.03,108.6,1.5188,0.0,0
52,10,28.49,560.35,67.98,1.5288,0.0,0
52,20,32.74,506.62,58.96,1.5135,0.0,0
52,30,30.35,693.62,73.28,1.5205,0.0,0
52,40,29.06,285.85,66.12,1.4716,0.01,0
52,50,32.46,444.88,92.16,1.4859,0.01,0
52,60,27.12,573.15,52.83,1.5133,0.01,0
52,70,37.24,747.12,42.04,1.5162,0.01,0
52,80,30.38,506.48,102.47,1.4804,0.01,0
52,90,30.94,406.43,57.19,1.502,0.01,0
52,100,34.2,635.76,70.49,1.4989,0.01,0
52,110,35.13,246.39,114.84,1.5033,0.02,0
52,120,35.07,544.66,83.86,1.5268,0.02,0
52,130,32.23,708.56,82.22,1.5194,0.02,0
52,140,37.56,514.67,75.28,1.5106,0.02,0
52,150,35.32,375.84,59.52,1.5412,0.02,0
52,160,36.28,417.18,76.47,1.5375,0.02,0
52,170,36.47,344.63,98.62,1.4935,0.02,0
52,180,38.21,411.19,80.45,1.4904,0.03,0
52,190,39.67,563.13,75.92,1.4885,0.03,0
52,200,35.25,696.07,50.02,1.5161,0.03,0
52,210,34.48,444.57,86.78,1.4953,0.03,0
52,220,39.18,372.13,65.11,1.5152,0.03,0
52,230,40.33,789.95,86.08,1.5136,0.03,0
52,240,36.52,739.92,110.11,1.4779,0.03,0
52,250,40.17,358.03,84.37,1.5044,0.03,0
52,260,42.46,275.84,42.73,1.4894,0.04,0
52,270,37.01,793.96,50.59,1.5162,0.04,0
52,280,43.11,742.56,68.35,1.4701,0.04,0
52,290,38.33,627.19,49.52,1.5181,0.04,0
52,300,44.14,554.89,89.33,1.4777,0.04,0
52,310,41.63,643.25,68.4,1.5032,0.04,0
52,320,39.38,469.85,106.78,1.5099,0.04,0
52,330,41.06,280.76,54.68,1.5255,0.05,0
52,340,42.36,761.97,46.7,1.4591,0.05,0
52,350,44.33,421.92,91.95,1.487,0.05,0
52,360,40.93,505.2,87.05,1.5182,0.05,0
52,370,43.63,378.41,67.29,1.5003,0.05,0
52,380,39.13,547.9,107.53,1.4867,0.05,0
52,390,41.76,391.15,54.27,1.5112,0.05,0
52,400,45.89,640.78,119.14,1.5321,0.06,0
52,410,44.48,545.08,89.24,1.5269,0.06,0
52,420,45.48,271.13,61.91,1.513,0.06,0
52,430,40.56,373.09,113.42,1.519,0.06,0
52,440,48.03,754.71,93.31,1.501,0.06,0
52,450,45.81,703.27,100.39,1.5139,0.06,0
52,460,49.46,775.91,83.19,1.5108,0.06,0
52,470,45.54,699.5,42.06,1.5012,0.07,0
52,480,47.1,542.7,98.57,1.549,0.07,0
52,490,42.23,376.96,48.77,1.4985,0.07,0
53,0,28.95,466.64,74.58,1.4642,0.0,0
53,10,30.09,795.85,98.53,1.5412,0.0,0
53,20,32.23,247.44,103.47,1.5138,0.0,0
53,30,31.0,504.24,62.09,1.4837,0.0,0
53,40,30.03,666.23,96.54,1.4838,0.01,0
53,50,30.26,460.03,114.59,1.5431,0.01,0
53,60,32.94,704.86,92.89,1.4845,0.01,0
53,70,33.25,580.7,40.64,1.4976,0.01,0
53,80,34.52,765.9,93.87,1.5161,0.01,0
53,90,33.53,688.32,98.68,1.5128,0.01,0
53,100,33.75,725.52,116.07,1.5144,0.01,0
53,110,36.48,201.92,45.38,1.4753,0.02,0
53,120,33.5,306.87,73.45,1.4965,0.02,0
53,130,34.99,550.34,91.02,1.5208,0.02,0
53,140,32.61,308.04,64.01,1.5042,0.02,0
53,150,36.07,491.04,103.74,1.5179,0.02,0
53,160,34.77,488.58,47.72,1.5131,0.02,0
53,170,39.74,652.98,62.98,1.5281,0.02,0
53,180,38.69,597.45,49.27,1.498,0.03,0
53,190,35.59,268.12,95.76,1.5052,0.03,0
53,200,36.68,490.24,104.38,1.4683,0.03,0
53,210,35.93,340.92,63.27,1.5028,0.03,0
53,220,34.12,669.7,44.86,1.4994,0.03,0
53,230,38.87,390.57,71.31,1.4859,0.03,0
53,240,37.1,747.42,61.47,1.5085,0.03,0
53,250,39.06,691.11,64.68,1.4833,0.03,0
53,260,37.44,299.92,56.5,1.5153,0.04,0
53,270,36.52,567.98,66.37,1.4669,0.04,0
53,280,39.96,633.34,104.19,1.4989,0.04,0
53,290,43.22,747.34,101.35,1.5181,0.04,0
53,300,38.14,511.19,68.97,1.4918,0.04,0
53,310,41.57,521.42,108.78,1.5124,0.04,0
53,320,41.97,746.39,66.52,1.537,0.04,0
53,330,42.5,764.01,42.89,1.5331,0.05,0
53,340,46.82,261.51,71.83,1.5073,0.05,0
53,350,41.23,380.88,58.4,1.5025,0.05,0
53,360,42.9,363.47,49.89,1.4864,0.05,0
53,370,43.6,278.72,99.24,1.4728,0.05,0
53,380,43.16,244.33,97.77,1.5097,0.05,0
53,390,43.71,208.85,106.42,1.4807,0.05,0
53,400,42.92,641.52,103.41,1.4943,0.06,0
53,410,45.03,387.31,65.9,1.527,0.06,0
53,420,43.94,364.43,56.21,1.501,0.06,0
53,430,44.38,482.84,63.3,1.5305,0.06,0
53,440,49.26,536.6,78.67,1.5302,0.06,0
53,450,47.24,346.77,41.38,1.4878,0.06,0
53,460,43.44,423.64,83.73,1.5017,0.06,0
53,470,46.8,785.11,71.79,1.5103,0.07,0
53,480,46.17,537.89,91.43,1.5204,0.07,0
53,490,44.4,785.49,47.63,1.533,0.07,0
54,0,31.94,493.89,60.0,1.5343,0.0,0
54,10,32.18,484.11,97.84,1.5208,0.0,0
54,20,29.53,660.45,60.16,1.4934,0.0,0
54,30,30.59,290.37,65.72,1.5161,0.0,0
54,40,29.82,203.34,95.23,1.4911,0.01,0
54,50,32.22,527.35,65.04,1.4637,0.01,0
54,60,31.49,625.32,81.15,1.4849,0.01,0
54,70,36.87,248.86,48.4,1.4506,0.01,0
54,80,32.7,654.13,52.97,1.4809,0.01,0
54,90,33.69,462.56,117.75,1.4872,0.01,0
54,100,36.13,302.43,104.25,1.5044,0.01,0
54,110,31.17,528.25,71.95,1.502,0.02,0
54,120,34.24,376.53,113.76,1.5198,0.02,0
54,130,34.16,569.06,69.73,1.4775,0.02,0
54,140,34.96,513.95,56.36,1.4904,0.02,0
54,150,33.59,511.63,60.1,1.4785,0.02,0
54,160,31.78,756.25,97.61,1.5101,0.02,0
54,170,37.36,514.63,106.35,1.4907,0.02,0
54,180,39.14,290.21,45.36,1.5006,0.03,0
54,190,39.13,312.6,95.52,1.4968,0.03,0
54,200,36.03,236.66,77.5,1.4951,0.03,0
54,210,39.15,535.49,58.08,1.5148,0.03,0
54,220,35.29,364.75,105.66,1.4661,0.03,0
54,230,40.59,383.45,89.96,1.4798,0.03,0
54,240,37.87,524.61,92.75,1.5081,0.03,0
54,250,40.48,638.39,62.4,1.5047,0.03,0
54,260,39.72,678.13,86.99,1.5086,0.04,0
54,270,40.3,663.19,87.37,1.4815,0.04,0
54,280,39.82,722.8,93.48,1.5351,0.04,0
54,290,39.56,670.02,119.13,1.5013,0.04,0
54,300,44.1,287.89,53.19,1.5189,0.04,0
54,310,42.63,737.57,44.18,1.4868,0.04,0
54,320,39.54,598.91,66.17,1.4977,0.04,0
54,330,40.99,536.09,70.18,1.4993,0.05,0
54,340,40.59,387.06,81.76,1.5142,0.05,0
54,350,38.52,705.31,116.43,1.4914,0.05,0
54,360,46.45,626.81,107.19,1.4866,0.05,0
54,370,41.02,673.38,94.83,1.4907,0.05,0
54,380,41.47,408.91,42.02,1.4917,0.05,0
54,390,42.26,602.02,98.28,1.516,0.05,0
54,400,44.61,798.74,115.15,1.5243,0.06,0
54,410,43.38,648.58,40.85,1.5078,0.06,0
54,420,42.3,203.37,64.83,1.508,0.06,0
54,430,46.45,352.26,113.73,1.51,0.06,0
54,440,44.72,364.97,78.3,1.4961,0.06,0
54,450,48.36,351.82,90.02,1.5077,0.06,0
54,460,49.32,717.91,114.21,1.4926,0.06,0
54,470,48.75,494.18,77.88,1.4988,0.07,0
54,480,48.54,684.46,43.06,1.4757,0.07,0
54,490,50.61,291.92,98.9,1.5069,0.07,0
55,0,30.73,451.74,107.66,1.4895,0.0,0
55,10,33.11,237.4,47.8,1.5071,0.0,0
55,20,25.36,316.51,89.12,1.4816,0.0,0
55,30,35.09,708.94,65.32,1.5012,0.0,0
55,40,30.62,552.11,115.54,1.4552,0.01,0
55,50,27.41,441.9,107.02,1.4924,0.01,0
55,60,32.2,695.03,80.12,1.4908,0.01,0
55,70,32.85,466.04,62.04,1.4889,0.01,0
55,80,34.12,303.78,99.75,1.5198,0.01,0
55,90,33.85,364.26,68.05,1.4959,0.01,0
55,100,32.76,617.78,85.3,1.519,0.01,0
55,110,33.59,254.34,98.36,1.4995,0.02,0
55,120,36.0,779.46,101.34,1.5218,0.02,0
55,130,35.67,424.72,46.5,1.4837,0.02,0
55,140,35.47,702.38,91.39,1.4824,0.02,0
55,150,37.15,653.5,50.62,1.4897,0.02,0
55,160,39.41,306.8,51.23,1.5075,0.02,0
55,170,36.25,312.95,110.69,1.5104,0.02,0
55,180,37.92,618.53,61.16,1.5122,0.03,0
55,190,34.92,409.32,91.35,1.4989,0.03,0
55,200,35.22,699.04,42.94,1.506,0.03,0
55,210,39.25,522.77,56.85,1.4802,0.03,0
55,220,38.05,686.54,103.7,1.4796,0.03,0
55,230,39.76,502.26,106.39,1.5272,0.03,0
55,240,39.52,664.05,60.66,1.4889,0.03,0
55,250,39.12,269.18,92.67,1.4983,0.03,0
55,260,40.38,552.09,69.78,1.5074,0.04,0
55,270,38.36,220.31,96.1,1.5157,0.04,0
55,280,37.83,204.74,73.71,1.4679,0.04,0
55,290,39.46,260.12,113.05,1.5221,0.04,0
55,300,40.47,311.7,41.74,1.5183,0.04,0
55,310,42.36,545.58,74.8,1.4767,0.04,0
55,320,38.81,351.54,69.86,1.5197,0.04,0
55,330,40.6,380.1,117.66,1.5229,0.05,0
55,340,44.92,740.52,80.56,1.4736,0.05,0
55,350,39.75,772.39,72.06,1.5137,0.05,0
55,360,45.44,753.41,110.93,1.5015,0.05,0
55,370,48.05,319.08,117.79,1.4869,0.05,0
55,380,43.68,399.89,116.79,1.4867,0.05,0
55,390,45.64,659.49,104.12,1.4941,0.05,0
55,400,43.08,200.51,51.8,1.5003,0.06,0
55,410,45.78,248.23,58.89,1.4859,0.06,0
55,420,45.05,346.84,94.78,1.5056,0.06,0
55,430,46.17,486.41,67.58,1.4813,0.06,0
55,440,42.35,619.27,113.03,1.5028,0.06,0
55,450,43.77,623.73,101.04,1.4644,0.06,0
55,460,46.75,657.83,50.68,1.5032,0.06,0
55,470,46.77,691.87,98.43,1.455,0.07,0
55,480,44.63,242.99,79.06,1.5064,0.07,0
55,490,46.51,333.02,88.68,1.4707,0.07,0
56,0,30.21,403.91,105.86,1.4761,0.0,0
56,10,27.88,748.75,91.65,1.4738,0.0,0
56,20,31.72,326.74,74.83,1.505,0.0,0
56,30,29.77,455.43,62.8,1.5198,0.0,0
56,40,28.94,220.9,116.68,1.5194,0.01,0
56,50,31.12,609.4,106.74,1.5008,0.01,0
56,60,31.79,611.64,48.11,1.497,0.01,0
56,70,35.36,207.33,65.52,1.4678,0.01,0
56,80,31.67,472.82,78.89,1.4863,0.01,0
56,90,35.8,662.82,64.24,1.4901,0.01,0
56,100,34.08,562.18,104.19,1.5235,0.01,0
56,110,32.8,484.13,66.81,1.5011,0.02,0
56,120,33.17,671.3,118.46,1.491,0.02,0
56,130,33.49,604.83,52.03,1.4913,0.02,0
56,140,33.38,554.09,55.81,1.535,0.02,0
56,150,37.43,472.99,43.88,1.4654,0.02,0
56,160,36.36,493.77,69.37,1.5052,0.02,0
56,170,39.27,351.4,67.0,1.4757,0.02,0
56,180,36.25,525.65,54.3,1.5306,0.03,0
56,190,37.43,394.78,90.88,1.4981,0.03,0
56,200,36.48,221.97,99.09,1.4846,0.03,0
56,210,38.39,256.74,98.14,1.5036,0.03,0
56,220,37.31,364.82,117.75,1.4795,0.03,0
56,230,38.52,695.34,106.79,1.4813,0.03,0
56,240,39.16,475.05,46.12,1.471,0.03,0
56,250,38.98,786.11,91.03,1.5033,0.03,0
56,260,41.55,788.16,46.3,1.482,0.04,0
56,270,43.43,453.52,41.79,1.4806,0.04,0
56,280,42.23,591.74,110.63,1.4905,0.04,0
56,290,42.2,269.86,55.33,1.477,0.04,0
56,300,41.3,508.42,108.34,1.5122,0.04,0
56,310,41.87,424.54,77.83,1.531,0.04,0
56,320,42.19,648.12,102.26,1.4738,0.04,0
56,330,41.86,562.77,112.78,1.5246,0.05,0
56,340,41.97,444.31,41.5,1.4808,0.05,0
56,350,42.07,360.23,87.93,1.5006,0.05,0
56,360,45.0,332.79,41.45,1.4926,0.05,0
56,370,43.24,372.7,96.96,1.5017,0.05,0
56,380,45.1,580.86,66.3,1.4716,0.05,0
56,390,40.62,207.54,67.25,1.5248,0.05,0
56,400,43.21,477.17,99.41,1.513,0.06,0
56,410,45.49,603.79,60.46,1.5252,0.06,0
56,420,48.84,780.63,90.51,1.5031,0.06,0
56,430,43.58,324.53,118.79,1.4883,0.06,0
56,440,44.43,389.2,93.96,1.5074,0.06,0
56,450,48.59,300.04,68.13,1.5004,0.06,0
56,460,40.09,214.05,117.87,1.5228,0.06,0
56,470,44.19,340.83,113.69,1.4871,0.07,0
56,480,48.48,709.8,47.76,1.5153,0.07,0
56,490,48.13,542.45,54.29,1.5562,0.07,0
57,0,31.87,640.68,72.09,1.5223,0.0,0
57,10,27.65,450.91,87.94,1.5113,0.0,0
57,20,30.1,263.38,110.78,1.5104,0.0,0
57,30,34.63,390.67,82.85,1.4848,0.0,0
57,40,28.7,496.9,77.11,1.518,0.01,0
57,50,33.22,754.35,54.21,1.4738,0.01,0
57,60,32.05,400.43,77.12,1.5171,0.01,0
57,70,35.11,430.01,92.25,1.5317,0.01,0
57,80,35.52,581.85,89.51,1.4898,0.01,0
57,90,35.69,799.35,87.97,1.5144,0.01,0
57,100,33.77,395.01,60.0,1.4452,0.01,0
57,110,32.67,254.58,69.62,1.4836,0.02,0
57,120,34.93,592.47,84.16,1.4517,0.02,0
57,130,38.06,296.83,69.53,1.4637,0.02,0
57,140,36.78,762.28,113.71,1.4844,0.02,0
57,150,35.55,736.67,56.56,1.5081,0.02,0
57,160,35.21,561.95,119.18,1.4968,0.02,0
57,170,38.6,500.13,48.89,1.4417,0.02,0
57,180,36.0,752.09,52.74,1.4822,0.03,0
57,190,32.81,204.13,42.59,1.5052,0.03,0
57,200,36.37,797.32,108.97,1.4571,0.03,0
57,210,40.39,356.02,97.28,1.502,0.03,0
57,220,41.38,588.25,82.73,1.517,0.03,0
57,230,41.49,635.62,63.44,1.4966,0.03,0
57,240,36.59,661.26,69.07,1.5153,0.03,0
57,250,39.42,589.78,74.29,1.4697,0.03,0
57,260,41.06,357.5,106.02,1.501,0.04,0
57,270,40.62,301.37,73.03,1.4834,0.04,0
57,280,38.57,677.33,56.81,1.5305,0.04,0
57,290,43.61,244.44,111.94,1.5096,0.04,0
57,300,40.09,356.0,63.62,1.4939,0.04,0
57,310,38.6,619.74,85.46,1.5051,0.04,0
57,320,39.42,288.81,63.07,1.4742,0.04,0
57,330,42.89,417.63,63.3,1.5121,0.05,0
57,340,43.96,580.34,78.02,1.4892,0.05,0
57,350,41.61,646.24,95.61,1.4993,0.05,0
57,360,44.47,430.54,90.94,1.5064,0.05,0
57,370,45.12,381.77,86.74,1.4956,0.05,0
57,380,43.87,647.27,119.69,1.5251,0.05,0
57,390,42.05,302.25,67.54,1.5086,0.05,0
57,400,46.83,388.58,69.95,1.5256,0.06,0
57,410,46.46,301.47,82.02,1.4759,0.06,0
57,420,47.15,208.54,115.76,1.5312,0.06,0
57,430,44.56,334.59,62.27,1.5075,0.06,0
57,440,46.4,590.0,68.52,1.4584,0.06,0
57,450,41.78,743.78,107.2,1.5043,0.06,0
57,460,48.3,514.47,58.27,1.4643,0.06,0
57,470,47.46,439.09,47.91,1.5214,0.07,0
57,480,46.5,531.97,82.78,1.4997,0.07,0
57,490,46.9,782.26,44.48,1.4526,0.07,0
58,0,28.62,353.64,99.15,1.485,0.0,0
58,10,29.39,347.05,95.17,1.4641,0.0,0
58,20,30.37,565.48,84.16,1.4927,0.0,0
58,30,32.46,698.42,45.09,1.4982,0.0,0
58,40,33.81,236.52,58.21,1.4772,0.01,0
58,50,29.99,478.56,82.95,1.4776,0.01,0
58,60,33.03,580.34,55.71,1.4739,0.01,0
58,70,33.74,318.44,83.39,1.4967,0.01,0
58,80,34.05,541.6,86.54,1.5137,0.01,0
58,90,34.59,731.91,102.19,1.4837,0.01,0
58,100,35.61,568.65,76.5,1.5252,0.01,0
58,110,38.14,560.81,79.41,1.4912,0.02,0
58,120,36.26,508.52,116.11,1.5124,0.02,0
58,130,34.37,349.41,62.02,1.5294,0.02,0
58,140,34.4,464.03,118.18,1.4846,0.02,0
58,150,38.57,391.52,117.95,1.4834,0.02,0
58,160,35.6,239.34,74.56,1.4933,0.02,0
58,170,35.63,465.92,91.03,1.534,0.02,0
58,180,36.3,667.28,101.03,1.4881,0.03,0
58,190,38.45,392.01,82.43,1.5141,0.03,0
58,200,39.63,565.72,85.68,1.5013,0.03,0
58,210,39.31,659.84,102.86,1.5007,0.03,0
58,220,40.66,294.28,116.54,1.4691,0.03,0
58,230,42.26,673.25,102.38,1.4877,0.03,0
58,240,39.16,483.19,108.5,1.5372,0.03,0
58,250,39.7,400.23,68.31,1.5017,0.03,0
58,260,40.35,455.18,71.48,1.4693,0.04,0
58,270,37.82,442.45,117.49,1.508,0.04,0
58,280,38.9,784.99,101.36,1.5199,0.04,0
58,290,44.53,325.17,97.33,1.4949,0.04,0
58,300,41.22,393.11,103.27,1.5097,0.04,0
58,310,40.91,319.67,57.2,1.5139,0.04,0
58,320,38.46,264.1,59.45,1.4904,0.04,0
58,330,41.68,632.76,77.59,1.5114,0.05,0
58,340,43.64,595.65,95.02,1.49,0.05,0
58,350,45.29,368.09,88.54,1.4786,0.05,0
58,360,43.0,583.78,62.08,1.4976,0.05,0
58,370,40.87,266.62,50.74,1.5243,0.05,0
58,380,44.26,665.15,73.1,1.4734,0.05,0
58,390,45.22,379.31,56.0,1.5004,0.05,0
58,400,46.13,543.64,101.02,1.499,0.06,0
58,410,44.97,374.85,41.75,1.5157,0.06,0
58,420,45.53,671.54,96.91,1.4837,0.06,0
58,430,44.18,743.06,75.67,1.5272,0.06,0
58,440,46.94,481.0,76.86,1.4826,0.06,0
58,450,44.77,622.44,60.43,1.5172,0.06,0
58,460,46.53,271.51,72.86,1.4868,0.06,0
58,470,44.98,228.82,82.27,1.5051,0.07,0
58,480,49.13,209.72,74.98,1.4786,0.07,0
58,490,49.66,678.97,103.21,1.4958,0.07,0
59,0,27.39,580.62,98.75,1.4904,0.0,0
59,10,25.51,668.35,82.54,1.4675,0.0,0
59,20,32.1,252.64,113.8,1.4521,0.0,0
59,30,26.54,651.14,101.37,1.4489,0.0,0
59,40,30.38,470.77,110.44,1.4958,0.01,0
59,50,32.09,243.82,91.83,1.4601,0.01,0
59,60,31.42,615.55,105.62,1.5097,0.01,0
59,70,32.79,544.84,40.51,1.4908,0.01,0
59,80,33.79,335.14,74.17,1.4856,0.01,0
59,90,33.95,604.72,66.13,1.5032,0.01,0
59,100,31.6,661.96,85.96,1.4968,0.01,0
59,110,32.35,720.35,52.21,1.5217,0.02,0
59,120,35.48,308.95,42.1,1.4756,0.02,0
59,130,32.59,667.68,83.21,1.466,0.02,0
59,140,37.8,389.2,58.41,1.484,0.02,0
59,150,36.92,454.57,61.69,1.5055,0.02,0
59,160,38.17,413.21,50.98,1.4836,0.02,0
59,170,39.0,700.49,70.01,1.4763,0.02,0
59,180,34.56,643.95,70.43,1.5004,0.03,0
59,190,36.13,323.38,70.44,1.4957,0.03,0
59,200,38.76,305.06,113.06,1.4809,0.03,0
59,210,38.62,653.96,49.63,1.479,0.03,0
59,220,36.43,649.81,65.35,1.4909,0.03,0
59,230,41.61,679.87,68.79,1.5431,0.03,0
59,240,39.83,474.17,40.58,1.4988,0.03,0
59,250,40.88,714.5,68.37,1.47,0.03,0
59,260,44.16,460.49,107.82,1.4763,0.04,0
59,270,38.39,250.67,91.49,1.5657,0.04,0
59,280,39.52,770.79,61.98,1.5035,0.04,0
59,290,40.53,284.44,59.92,1.4749,0.04,0
59,300,40.96,293.45,95.61,1.4849,0.04,0
59,310,42.31,681.43,109.31,1.482,0.04,0
59,320,41.56,448.93,52.6,1.4727,0.04,0
59,330,45.1,779.18,99.36,1.5305,0.05,0
59,340,43.69,727.45,48.75,1.4773,0.05,0
59,350,44.76,383.64,90.02,1.509,0.05,0
59,360,45.16,392.64,102.66,1.4806,0.05,0
59,370,42.09,220.53,109.76,1.5256,0.05,0
59,380,44.98,426.22,87.88,1.4859,0.05,0
59,390,43.59,208.96,111.78,1.4872,0.05,0
59,400,50.04,267.45,78.06,1.5216,0.06,0
59,410,49.26,522.04,50.75,1.4849,0.06,0
59,420,43.36,386.86,77.56,1.4718,0.06,0
59,430,46.78,593.82,69.25,1.483,0.06,0
59,440,43.8,486.67,99.9,1.4683,0.06,0
59,450,47.27,331.59,50.38,1.4785,0.06,0
59,460,48.09,249.31,47.58,1.484,0.06,0
59,470,43.59,263.14,58.1,1.5128,0.07,0
59,480,48.47,397.18,117.92,1.516,0.07,0
59,490,46.37,546.3,110.69,1.4679,0.07,0
60,0,30.07,453.21,92.9,1.4764,0.0,0
60,10,26.37,220.54,112.48,1.4647,0.0,0
60,20,30.48,318.74,54.57,1.4911,0.0,0
60,30,31.74,676.86,52.95,1.4911,0.0,0
60,40,30.73,490.31,67.51,1.5104,0.01,0
60,50,29.78,546.32,76.17,1.4603,0.01,0
60,60,33.39,527.53,49.43,1.5142,0.01,0
60,70,32.6,754.33,66.98,1.5206,0.01,0
60,80,34.86,684.19,78.99,1.4774,0.01,0
60,90,31.28,600.81,67.39,1.4781,0.01,0
60,100,33.81,419.25,91.38,1.4861,0.01,0
60,110,35.96,336.28,76.59,1.4847,0.02,0
60,120,37.3,377.43,109.86,1.5033,0.02,0
60,130,35.03,790.59,46.64,1.5071,0.02,0
60,140,37.78,438.53,115.3,1.4694,0.02,0
60,150,37.91,704.01,57.75,1.4869,0.02,0
60,160,40.22,412.36,88.07,1.4904,0.02,0
60,170,39.68,515.03,104.02,1.5193,0.02,0
60,180,36.83,768.3,82.47,1.498,0.03,0
60,190,37.51,299.38,90.75,1.4935,0.03,0
60,200,35.7,650.66,52.16,1.461,0.03,0
60,210,41.47,714.98,62.27,1.4773,0.03,0
60,220,44.0,377.9,112.08,1.4746,0.03,0
60,230,43.82,480.8,50.89,1.4796,0.03,0
60,240,40.06,350.8,84.46,1.4868,0.03,0
60,250,38.66,567.87,116.74,1.5289,0.03,0
60,260,42.64,286.27,105.8,1.4945,0.04,0
60,270,41.4,770.55,59.4,1.4509,0.04,0
60,280,42.07,434.6,55.47,1.4589,0.04,0
60,290,42.14,778.01,62.1,1.4804,0.04,0
60,300,42.89,643.79,115.55,1.4806,0.04,0
60,310,43.68,603.34,100.85,1.5047,0.04,0
60,320,43.75,386.7,48.21,1.4877,0.04,0
60,330,41.52,596.25,63.91,1.4707,0.05,0
60,340,45.73,472.62,45.63,1.5103,0.05,0
60,350,48.07,404.83,61.77,1.4812,0.05,0
60,360,45.99,734.67,49.03,1.4855,0.05,0
60,370,41.75,725.75,95.31,1.4925,0.05,0
60,380,45.58,334.78,48.24,1.4546,0.05,0
60,390,47.67,559.43,69.0,1.4866,0.05,0
60,400,47.26,702.03,117.06,1.4654,0.06,0
60,410,43.03,719.1,62.42,1.5005,0.06,0
60,420,45.57,351.0,80.63,1.4711,0.06,0
60,430,42.79,789.85,46.65,1.5054,0.06,0
60,440,49.32,345.65,79.6,1.5085,0.06,0
60,450,44.2,262.38,102.47,1.471,0.06,0
60,460,46.31,702.45,70.07,1.4622,0.06,0
60,470,42.72,429.55,88.13,1.4816,0.07,0
60,480,44.52,772.44,86.05,1.4679,0.07,0
60,490,50.3,416.42,93.81,1.5099,0.07,0
61,0,31.72,436.25,99.54,1.4731,0.0,0
61,10,28.46,711.34,85.87,1.5138,0.0,0
61,20,26.27,687.9,90.25,1.4782,0.0,0
61,30,31.95,215.38,85.35,1.4557,0.0,0
61,40,36.68,259.28,113.65,1.4923,0.01,0
61,50,33.4,709.66,60.28,1.4543,0.01,0
61,60,33.59,784.15,59.9,1.4683,0.01,0
61,70,32.68,474.92,119.28,1.487,0.01,0
61,80,33.43,325.63,101.66,1.5204,0.01,0
61,90,32.47,440.79,67.88,1.4798,0.01,0
61,100,36.14,713.99,66.7,1.4496,0.01,0
61,110,32.58,701.74,58.21,1.463,0.02,0
61,120,35.89,633.16,91.16,1.4768,0.02,0
61,130,34.96,311.72,70.62,1.5066,0.02,0
61,140,35.99,410.36,104.47,1.5162,0.02,0
61,150,39.35,775.59,65.82,1.4645,0.02,0
61,160,39.11,745.3,96.02,1.502,0.02,0
61,170,34.37,522.95,71.84,1.4725,0.02,0
61,180,37.44,254.33,87.84,1.4724,0.03,0
61,190,39.73,358.02,97.27,1.4707,0.03,0
61,200,36.69,752.75,48.29,1.4808,0.03,0
61,210,42.57,732.47,63.51,1.4749,0.03,0
61,220,38.67,799.66,75.4,1.4814,0.03,0
61,230,42.22,600.51,61.9,1.4913,0.03,0
61,240,36.37,789.96,59.63,1.4863,0.03,0
61,250,40.95,329.58,40.99,1.5135,0.03,0
61,260,40.89,567.33,107.03,1.489,0.04,0
61,270,39.05,540.85,72.99,1.4979,0.04,0
61,280,43.1,576.35,111.09,1.4634,0.04,0
61,290,45.21,624.05,118.55,1.4806,0.04,0
61,300,42.78,422.14,112.0,1.4702,0.04,0
61,310,44.22,414.24,116.65,1.4782,0.04,0
61,320,45.56,791.75,59.75,1.5146,0.04,0
61,330,42.24,788.61,102.74,1.4824,0.05,0
61,340,41.31,388.09,104.58,1.4839,0.05,0
61,350,41.37,630.54,91.6,1.4655,0.05,0
61,360,38.75,479.17,85.94,1.4656,0.05,0
61,370,47.15,498.28,74.89,1.4941,0.05,0
61,380,46.01,535.98,84.72,1.4814,0.05,0
61,390,46.87,720.55,51.83,1.4915,0.05,0
61,400,45.14,631.32,85.58,1.4783,0.06,0
61,410,48.79,628.17,79.26,1.4745,0.06,0
61,420,44.68,791.72,57.22,1.4391,0.06,0
61,430,43.95,604.8,66.44,1.4923,0.06,0
61,440,42.92,767.76,51.54,1.4676,0.06,0
61,450,43.97,388.68,40.54,1.4775,0.06,0
61,460,44.74,415.01,49.57,1.4649,0.06,0
61,470,50.19,517.86,98.43,1.481,0.07,0
61,480,47.56,560.92,100.71,1.4699,0.07,0
61,490,48.54,589.64,79.6,1.4964,0.07,0
62,0,30.63,767.69,85.92,1.4888,0.0,0
62,10,32.37,444.54,95.71,1.4767,0.0,0
62,20,32.16,257.52,68.41,1.4969,0.0,0
62,30,30.37,499.81,54.77,1.4433,0.0,0
62,40,30.77,791.38,90.64,1.4912,0.01,0
62,50,30.62,514.32,41.63,1.5111,0.01,0
62,60,28.41,235.49,69.85,1.4478,0.01,0
62,70,35.85,517.47,40.37,1.5278,0.01,0
62,80,33.42,743.09,85.07,1.486,0.01,0
62,90,37.39,313.09,89.67,1.4443,0.01,0
62,100,35.25,407.15,109.77,1.4957,0.01,0
62,110,37.41,544.39,111.31,1.4688,0.02,0
62,120,34.42,306.5,51.91,1.4433,0.02,0
62,130,36.16,223.26,83.01,1.4784,0.02,0
62,140,40.96,684.32,64.93,1.4705,0.02,0
